intents,patterns
WTF Not Kutner!  Oh I'm so pissed @ House.  I mean really WTF   ,0
@AmberPacific i know i dont know why i said that ,0
CASH RULES EVERYTHING AROUND ME ,0
Just picked up some oats from the market to eat for breakfast with my boy @adamgoldston now time to do work at USC... late night ,0
i feel sick  too much icecream,0
@faithgg45  this computer doesn't have shockwave...blah  no account yet,0
@RubyRose1 awww wish i could go! but its in sydney ,0
@luxuryprgal hahaha suriously! I feel like everyone knows this show is a joke except lc! ,0
"I just can't spell today, i totally suck ",0
are you vaccinated against chicken-pox?should I vaccinate my 3 yr old?I am SO confused about this damn thing ,0
@ school  at least last day!!!!!!,0
Yawwwn! Gotta get up early tomorrow  who's ready for the weekend???,0
i miss being at home for calving season...sad that black one died this morning  wish i had some bottle calves!,0
@stephenkruiser i so sorry for your loss. my brother dog sam is sick w/cushings disease. ,0
Back to work. I get to spend the next 8 hours alone in the dispatch room ,0
"there's a new kind of starburst: favereds. sounds fab, bc cherry and strawberry are MY fav red's but they added watermellon and its yucky ",0
"Well, so much for being productive on my 2 days off from Angels ",0
@andreabakes Oh gee - insomnia sucks   Have you tried melatonin?,0
@vivekg86 Good to hear that we have support in NetBeans. But then its NetBeans you know ,0
@heidimontag I wish we would get it the same time at the rest of world. unfornately I am in Cairo and have to wait for mtva to play it ,0
heartbroken over little sandra. prayers are with the family. ,0
"@hadtobeyou I'm at 900 words, it's all can do  I'll finish tomorrow maybe",0
@shortiethug how come ur background covers the screen but mine is in the corner? ,0
"Wrote exactly three lines of dialogue tonight, then gave up. ",0
@ashman01 My only complaint about Facebook is they've changed it so much it's confusing ,0
Sliced my finger ,0
going thru town and traffic on bypass is stink ,0
Ugh can't sleep.  Wish i had a good cuddle to  Make me ass out ,0
I hate when software update downloads updates without telling me. I never know what's downloading when it is ,0
went to ihop again. Great for a diet   At least there were no kung foo pancakes this time. -Rachel-,0
The internet is hating me. Night i s'pose. ,0
@contactabe I'm so jealous.  I missed all of opening day this year ,0
It's so cruel having to wait for reviews to come in.  So far it looks like Star Trek will be the best film of the year!,0
"Debating if I should just shower now, so I can sleep a little later tomorrow ",0
My stress always culminates with physical pain.  ,0
need to sleep. but cant ,0
my little pinky finger hurts so much.. ,0
@sarahsaturday I'm sorry your gift card ran out.... That suck. ,0
home for spring break. no one is home tho ,0
I accessed oneindia.mobi from a Google phone (Android). It doesn't support Indic languages ,0
Why does school take over your life so much you don't get sleep anymore  .. I am still doing school work and have more to do as well,0
@MTsiaklides aw I wish I could! I can't really speak to my yia yia because she doesn't speak english ,0
@winggato no free comp lol ,0
getting ready to clean the house from top to bottom ,0
crying  my friend is moving away tomorrow ,0
@swiftkaratechop STOP NOMNOMS!!!! ..you didn't share!  Night peoples!!,0
"thinks she is getting a cold that she caught from Daddy.  Oh no, my trip would be ruined. ",0
@moony394 yeah  is it bcoz kal penn is a visiting lecturer somewhere n cant be on the show anymore? im gonna miss him ,0
So the procrastination starts early in the quarter. I don't want to reaaaaad and write a paper ,0
What? Apparently it's 52 degress at 11pm in Washington State. I miss winter already ,0
being bored at homee ,0
massage was great. i just spilled coke all over my desk  lame. watching the simpsons as i've finished all my hills dvds.,0
@nick_carter I will wait for you at fanclub chat.. even tough you're not my favorite ,0
has a mild left inner ear infection.. and its got this irritating &quot;blocked&quot; feeling since sunday.. ,0
@JaneBodehouse Hey there! Nope. My cuteness @HoytFortenberry is away for awhile ,0
It's only tuesday ,0
Haha not even yo. I just didn't know how to do that @thang to you on twitter  Haha,0
Someones alarm clock or a phone woke me up at 3am...Still got my headache from yesterday night ,0
@kalichosich awww poor puppy is she ok? ,0
i might break down and eat some buffalo wings tomorrow ,0
"Sittin here w/Kayla, I really really reallly dis-like having a brother.  He doesn't know when to stop. I'm waiting for the day when one of",0
Fed bokkie too many birthday treats-sicko ,0
"'s Kinda Bummed. An Agency Just Told Me That I Didn't Have The 'LOOK' That They Were Going For. Ladies, Please Help Me Create The 'LOOK' ",0
Work laptop is officially dead .. Not happy at all.. ,0
"My goodness, it's freezing down here !!!!! ",0
@heidimontag why do you put up with him!!!!!  You should listen to your mom ,0
is stucked in Paris and can't even travel into France (for work) ,0
"@JoannaFBeckett, i don't think there's one close by. Last time I checked, the closest one was 70 miles away! ",0
aaaaand back to my literature review  At least i have a friendly cup of coffee to keep me company.,0
I am worried that I won't get my $900 even though I paid a buttload of tax last year ! ,0
"Okay, so.. STILL NO SCHOOL!!!! ",0
IS PHONELESS  ...NOW OFF TOO SLEEP,0
"Reeked of alcohol at the dentist this morning + was drunk when i put on my tshirt, realised it had a huge stain. Dentist looked disgusted ",0
it is really cold ,0
cant sleep  she wants to dream!!,0
Can't sleep  I hate these nights when I try to go to bed early and stay awake for hours. Poo!,0
@rootbeersoup Yeah. Too bad people like a certain burrito-eating man exist. ,0
@Cronotriggers  that's sad.,0
just found out that my mum  and my adopted auntie are on twitter.. check them out my mum is TessM64 and my awesome as auntie is tania38,0
"Cannot sleep....WIDE AWAKE!!...and I gotta go to work later too. Boy, am I going to have a crappy day. ",0
struggling with eam law ,0
Why can't I sleep like her  http://twitpic.com/2y3ty,0
Bouts to start 24. Poor linny couldn't keep her eyes open.  she tired and has to work tomorrow morning. Night @ilovefatsusan.,0
My 4 year old (18 year old) is driving me around the twist...i don't want to be like this ,0
"Well, that sucked. ",0
i have to be out of my place in 3 days...any help i can get packing/painting/cleaning is much appreciated. oh. and RIP my wall  ,0
"Opening a partially frozen beer= Beer on the toaster, under the oven and all over the counter. The kitchen smells like we run a speakeasy ",0
@stewiebrittany no  i dont even know how to ride it,0
"@MonaSmith sadly, yes. i think i need counciling now ",0
"making myself ready for school...don't feel like going, but have two tests ",0
Smugness gone. My train also failed to turn up so I'm heading for Victoria followed by an unpleasant tube ride to the City. ,0
Anybody know where my iPod went? ,0
"aww this earthquake in Italy has made me sad  just saw the pics on the news, it's terrible.",0
@lilibat never been able to afford to get them out. I'd much rather go through the extraction than continue with what I deal with now. ,0
 Why do other pet care people try to run others out of business? Or send suspicious e-mails fishing for info?,0
@kameelahwrites &lt;33 codez....they've been MIA tho ,0
@reannaremick doesnt work on my cell  go to sleep! =P,0
it's going to be nice again tomorrow and then the rain comes back. no nice weather for my birthday ,0
@taliasunset rock band is hard..on expert!!! ,0
@beachbassbone: roomie was home all day. All he had to do was scratch at the door. Comforter has to goto large laundromat machines. ,0
"One of the hardest thing with this schedule, no one I can chat with at the end of my day usually ",0
they killed off a character on one of my favorite shows and now i'm upset ,0
jealous of my friends who got to see the new Star Trek film in Austin tonight. ,0
Listening to Q! I got a really bad headache and a drivin lesson in ten mins.... Lucky me  i just wana sleeep!  ,0
"@Steve_Buscemi SHUT UP you...I am hungry! And in Britain, home of the most boring suckassy breakfast in the world!  I MISS DENNYS!!",0
good morning everybody! pkoi y fais pas beau  bon coffee time!,0
work again ,0
Essay time.... ,0
@chauncey78 hey did u talk to mom.. r they home yet? i hope they r ok.. wish i was coming home 4 easter.. ,0
"@endearingevania I sure wish I could go with you guys tmrw. But as per usual, school interferes. ",0
@widyatarina say what??? kal penn's leaving house?! noooooo!!! awww... i totally missed it tonight ,0
no! i lost a loyal ,0
played another hand very bad and lost half my stack ,0
It's 6.20pm - early days in a looooooong night at work ,0
@yaykimo It's sad it's the last season.  I wanna see when Spencer calls Lauren!,0
So Im done editing &quot;The Phipstape&quot;. Back 2 crack a brew and see what we got............. no trees though ,0
@rj i don't know what half of that means ,0
homework homework homework ,0
"worked his heart out today, doubling my weight at each station. Result: Stiff and pulled muscles... OUCH! ",0
@MeLaMachinko now i feel bad for unfollowing. ,0
"So... Tired... God I hate the new job, and only two days in ",0
Sad about Kutner being killed off my fav show House! ,0
happy for Coach Stringer (HOF c/o 2009!)...now if I can only finish my term paper on her ,0
I feel like shit. This is NOT the way I want to spend my birthday's eve ,0
"so far i have 311 on all my sites put together,  most of them were me checking out the updates i made......",0
has a lot on her mind. I needs to make some moneys. And ideas. Nowhere is hiring! ,0
@emiliexclarkex miss you ,0
@stephenkruiser I'm so sorry to hear about your dog ,0
Too much internet. How it plagues me ,0
i miss my ex soo much ,0
Sodding M25   http://twitpic.com/2y3y0,0
oh I thought the pirate bay trial verdict was today :-s apparently it's in 10 days ,0
@featherinair call me back. ,0
"is in study hall now, and i will log off immediately.  http://plurk.com/p/mzxbg",0
it so tired that im crying for no reason at all. im about to try to get an hour and a half in for tonight. half what i got last night. ,0
"I totally have like...  four girl options, and none of them seem viable ",0
"so far i have 311 veiws on all my sites put together,  most of them were me checking out the updates i made......",0
Listening to Bjork's All is full of Love... crying ,0
"Omg the hills! Then I love money2, aww I think becky buckwild goes ",0
is craving for some tantan nabe  http://plurk.com/p/mzxcs,0
C'mon sean man ,0
Watching &quot;a league of their own&quot;...makes me miss mint chocolate ice cream cones and my grand ma  fuck.,0
"Lost my phone some where.maybe in the grass, its just so long, hope it doesn't rain ",0
@tomatosalsa hope you aren't referring to me  say hello to your new stalker LOL,0
@brettyboo why were u sleeping?! Ur gonna be up all night now  how was ur bike ride?,0
"@SLessard But, but, but . . I wanna listen to the masters too!  ",0
"@Sephystryx I've been looking about for good stuff to write, but also been doing loads of uni work ",0
i feel unloved. dropped 2 tweeters ,0
"Off to London for the day on Thursday, it's gonna be raining, oh fab  won't see much on the London Eye! Still Robbie won't care bless him",0
Completely wiped and reloaded the 8900.... Lost all BBM contacts    Going to bed sad.,0
@mykele sayyyy whaaaa? I wasn't invited... ,0
Didn't sleep too bad considering I have a workshop starting today. Beginnings of a sore throat though ,0
@astewart87 oh my gosh that made me emotional haha idk why!!! i dont want to get old ,0
